Exchange Current Density,Log10 ECD,reacting element,concentration (M),electrons transferred,Std Reduction Pot,Ionization energy (eV),Atomic radius,Atomic mass,Atomic volume cm3/mol),Dipole polarizability (au),Electron affinity (eV),Allen Electronegativity (eV),Ghosh Electronegativity,Pauling Electronegativity,Ionic radius (pm),Cohesive Energy (eV/atom),,,
8.60E-01,-0.065501549,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.29E+00,0.11058971,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.10E+00,0.041392685,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
3.50E+00,0.544068044,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
9.00E-01,-0.045757491,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E+00,0.301029996,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
8.50E-01,-0.070581074,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.00E-01,-0.397940009,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E+00,0.301029996,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.10E+00,0.041392685,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.10E+00,0.041392685,Fe,1,#VALUE!,,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.90E-01,-0.721246399,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
7.00E-01,-0.15490196,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.60E-01,-0.795880017,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
5.00E-01,-0.301029996,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
7.00E-02,-1.15490196,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-01,-0.346787486,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
7.00E-02,-1.15490196,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.50E-01,-0.455931956,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-01,-1,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.00E+00,0.477121255,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E+00,0.301029996,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.20E-01,-0.37675071,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.24E-01,-0.48945499,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.75E-01,-0.756961951,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.54E-01,-0.812479279,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.10E-02,-1.508638306,Fe,1,3,-0.04,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E-01,-0.853871964,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.60E-02,-1.795880017,Ga,0.001,3,-0.549,5.999302,130,69.723,11.8,50,0.43,10.39,0.1723773,1.81,47,2.81,,,1
2.60E-02,-1.585026652,Ga,0.001,3,-0.549,5.999302,130,69.723,11.8,50,0.43,10.39,0.1723773,1.81,47,2.81,,,1
1.00E-12,-12,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.24E-14,-13.64975198,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
8.32E-14,-13.07987667,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.05E-12,-11.9788107,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.25E-12,-11.2798407,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.24E-14,-13.64975198,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.19E-12,-11.65955589,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.89E-12,-11.22988471,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.00E-11,-10.69897,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.00E-11,-10.69897,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.17E-11,-10.37986395,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-10,-10,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.32E-10,-9.879426069,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.70E-10,-9.769551079,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.58E-10,-9.801342913,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.68E-10,-9.329754147,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
6.92E-10,-9.159893906,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.41E-09,-8.850780887,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.32E-09,-8.879426069,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.02E-09,-8.519993057,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.98E-09,-8.400116928,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-13,-13,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-14,-14,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.02E-17,-16.51999306,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.75E-16,-15.56066731,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.29E-16,-15.64016452,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.50E-15,-14.25963731,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
8.51E-14,-13.07007044,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
9.33E-14,-13.03011836,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.63E-14,-13.58004425,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.51E-14,-13.82102305,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
6.76E-13,-12.1700533,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.51E-13,-12.60032628,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.80E-01,-0.552841969,Hg,1,1,0.7973,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
3.50E-01,-0.455931956,Hg,1,1,0.7973,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.30E+00,0.113943352,Hg,1,1,0.7973,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
2.48E-01,-0.605548319,Hg,0.001,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.50E+00,0.176091259,Hg,0.001,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.40E+01,1.146128036,Hg,0.001,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.65E+01,1.217483944,Hg,0.001,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.00E+01,1,Hg,1,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
8.50E+00,0.929418926,Hg,1,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
4.60E-01,-0.337242168,Hg,0.001,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.40E+00,0.146128036,Hg,0.00088,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
2.12E-02,-1.673664139,Hg,0.00206,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
6.78E-02,-1.168770306,Hg,0.000103,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.03E-01,-0.987162775,Hg,0.000206,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.90E-01,-0.721246399,Hg,0.000515,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
3.04E-01,-0.517126416,Hg,0.00103,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
6.62E-01,-0.179142011,Hg,0.00206,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
2.74E+00,0.437750563,Hg,0.00515,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.97E-02,-1.705533774,Hg,0.00206,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
7.17E-02,-1.144480844,Hg,0.000103,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.04E-01,-0.982966661,Hg,0.000206,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.82E-01,-0.739928612,Hg,0.000515,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
2.74E-01,-0.562249437,Hg,0.00103,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
4.47E-01,-0.349692477,Hg,0.00206,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
1.21E+00,0.08278537,Hg,0.00515,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
4.00E-02,-1.397940009,Hg,0.00025,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
,,,,,,,,,,,,,,,,,,,1
7.50E-02,-1.124938737,Hg,0.0005,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E-01,-0.853871964,Hg,0.001,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
,,,,,,,,,,,,,,,,,,,1
2.65E-01,-0.576754126,Hg,0.002,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
,,,,,,,,,,,,,,,,,,,1
5.00E-01,-0.301029996,Hg,0.004,2,0.85,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
,,,,,,,,,,,,,,,,,,,1
7.60E-18,-17.11918641,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.62E-17,-16.79048499,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
2.52E-17,-16.59859946,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
6.00E-04,-3.22184875,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
3.10E-03,-2.508638306,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
3.15E-04,-3.501689446,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
3.15E-04,-3.501689446,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
4.41E-04,-3.355561411,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
6.00E-04,-3.22184875,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
6.65E-04,-3.177178355,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
8.68E-04,-3.061480275,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
6.50E-01,-0.187086643,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
3.40E-02,-1.468521083,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.28E-03,-2.89279003,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.42E-03,-2.847711656,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.52E-14,-13.81815641,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.25E-03,-2.903089987,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.40E-03,-2.853871964,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.57E-03,-2.804100348,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.27E-03,-2.896196279,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
5.40E-03,-2.26760624,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.92E-03,-2.534617149,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
3.32E-03,-2.478861916,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
2.92E-03,-2.534617149,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
5.30E-03,-2.27572413,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
5.30E-03,-2.27572413,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.13E-02,-1.946921557,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.21E-03,-2.91721463,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.55E-05,-4.809668302,In,0.000004,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
5.00E-02,-1.301029996,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.29E-03,-2.88941029,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.89E-03,-2.723538196,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.24E-03,-2.906578315,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.88E-03,-2.725842151,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
1.23E-03,-2.910094889,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
-7.00E-01,,K,1,1,-2.931,4.340664,220,39.0983,45.3,289.7,0.50147,4.34,0.0981896,0.82,137,0.934,,,1
-1.40E-01,,Li,1,1,-3.401,5.391715,145,6.94,13.1,164.1125,0.618049,5.392,0.105093,0.98,59,1.63,,,1
4.00E-03,-2.397940009,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
8.92E-08,-7.049635146,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
5.29E-08,-7.276544328,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.38E-08,-7.623423043,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.66E-08,-7.779891912,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.07E-07,-6.684029655,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.45E-07,-6.838631998,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.90E-08,-7.537602002,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
4.98E-08,-7.302770657,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
6.84E-08,-7.164943898,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
9.75E-08,-7.010995384,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.98E-10,-9.70333481,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.89E-11,-10.7235382,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.04E-08,-7.982966661,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.87E-09,-8.412289035,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.97E-09,-8.705533774,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.00E+00,0.602059991,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
4.00E+00,0.602059991,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.00E+00,0.301029996,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
9.00E-01,-0.045757491,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
4.48E-01,-0.348721986,Mn,1,3,1.7,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
1.89E-01,-0.723538196,Mn,1,3,,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.32E-01,-0.879426069,Mn,1,3,1.7,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
7.40E-02,-1.13076828,Mn,1,3,1.7,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.80E-01,-0.744727495,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
6.80E-02,-1.167491087,Mn,1,2,-1.17,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.80E-02,-1.552841969,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.16E-01,-0.935542011,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.80E-02,-1.744727495,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.20E-02,-1.920818754,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.30E+00,0.113943352,Mo,1,3,,7.09243,145,95.95,9.4,87,0.748,8.71,0.1312672,2.16,69,6.82,,,1
,,,,,,,,,,,,,,,,,,,1
2.20E-01,-0.657577319,Mo,1,3,,7.09243,145,95.95,9.4,87,0.748,8.71,0.1312672,2.16,69,6.82,,,1
,,,,,,,,,,,,,,,,,,,1
3.27E-23,-22.48545225,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
6.22E-08,-7.206209615,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
1.50E-15,-14.82390874,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
7.78E-13,-12.1090204,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.95E-08,-7.530177984,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.51E-20,-19.34582346,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.66E-17,-16.77989191,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
1.61E-17,-16.79317412,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
1.56E-17,-16.8068754,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
